Product,Reactant,Rxn
O=N(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O,O=C1C2=CC=CC=C2C2=C1C=CC1=C2C=CC=C1,O=C1C2=CC=CC=C2C2=C1C=CC1=C2C=CC=C1>>O=N(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O
O=C1C2=C(C=CC=C2)C2=C1C=CC1=C2C=CC=C1,O=C1C2=CC=CC=C2C2=C1C=CC1=C2C=CC=C1,O=C1C2=CC=CC=C2C2=C1C=CC1=C2C=CC=C1>>O=C1C2=C(C=CC=C2)C2=C1C=CC1=C2C=CC=C1
NC1=CC=C(C=C1)C1=CC=C(N)C=C1,CCO.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC(=O)C=C(C)NC1=CC=C(C=C1)C1=CC=C(N)C=C1,CCO.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC(=O)C=C(C)NC1=CC=C(C=C1)C1=CC=C(N)C=C1>>NC1=CC=C(C=C1)C1=CC=C(N)C=C1
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CCO.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC(=O)C=C(C)NC1=CC=C(C=C1)C1=CC=C(N)C=C1,CCO.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC(=O)C=C(C)NC1=CC=C(C=C1)C1=CC=C(N)C=C1>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
NC1=C(C(N)=C(C(N)=C1N(=O)=O)N(=O)=O)N(=O)=O,CC(=O)NC1=CC(NC(C)=O)=CC(NC(C)=O)=C1,CC(=O)NC1=CC(NC(C)=O)=CC(NC(C)=O)=C1>>NC1=C(C(N)=C(C(N)=C1N(=O)=O)N(=O)=O)N(=O)=O
CN1C=[N](N=N1)[Co++]([OH2])([OH2])([OH2])([OH2])[N]1=CN(C)N=N1,CN1C=NN=N1.OC1=C(C(O)=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[H]O[H].[Co++].[O-]C([O-])=O,CN1C=NN=N1.OC1=C(C(O)=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[H]O[H].[Co++].[O-]C([O-])=O>>CN1C=[N](N=N1)[Co++]([OH2])([OH2])([OH2])([OH2])[N]1=CN(C)N=N1
OC1=C(C([O-])=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CN1C=NN=N1.OC1=C(C(O)=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[H]O[H].[Co++].[O-]C([O-])=O,CN1C=NN=N1.OC1=C(C(O)=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[H]O[H].[Co++].[O-]C([O-])=O>>OC1=C(C([O-])=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
O=N(=O)C1=CC=CC=C1,ClC1=CC=CC=C1N(=O)=O.ClC1=CC=CC=C1N(=O)=O,ClC1=CC=CC=C1N(=O)=O.ClC1=CC=CC=C1N(=O)=O>>O=N(=O)C1=CC=CC=C1
NC1=CC=CC=C1,ClC1=CC=CC=C1N(=O)=O.ClC1=CC=CC=C1N(=O)=O,ClC1=CC=CC=C1N(=O)=O.ClC1=CC=CC=C1N(=O)=O>>NC1=CC=CC=C1
NC1=NON=C1N,O=N(=O)NC1=NC(N=N#N)=NN1.NC1=NON=C1N,O=N(=O)NC1=NC(N=N#N)=NN1.NC1=NON=C1N>>NC1=NON=C1N
O=N(=O)NC1=NC(N=N#N)=NN1,O=N(=O)NC1=NC(N=N#N)=NN1.NC1=NON=C1N,O=N(=O)NC1=NC(N=N#N)=NN1.NC1=NON=C1N>>O=N(=O)NC1=NC(N=N#N)=NN1
O=N(=O)C1=CC(=C(C(=C1)N(=O)=O)[O-][Er+3]1234567[O](CC[OH]1)CC[O]2CC[O]3CC[O]4CC[OH]5)N(=O)=O,OCCOCCOCCOCCOCCO.[Er+3].[H]O[H].[O-]N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,OCCOCCOCCOCCOCCO.[Er+3].[H]O[H].[O-]N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>O=N(=O)C1=CC(=C(C(=C1)N(=O)=O)[O-][Er+3]1234567[O](CC[OH]1)CC[O]2CC[O]3CC[O]4CC[OH]5)N(=O)=O
C1=C(C=C(N(=O)=[O]6)C(=C1N(=O)=O)[O-]7)N(=O)=O,OCCOCCOCCOCCOCCO.[Er+3].[H]O[H].[O-]N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,OCCOCCOCCOCCOCCO.[Er+3].[H]O[H].[O-]N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>C1=C(C=C(N(=O)=[O]6)C(=C1N(=O)=O)[O-]7)N(=O)=O
C1=C(C=C(N(=O)=O)C([O-])=C1N(=O)=O)N(=O)=O,OCCOCCOCCOCCOCCO.[Er+3].[H]O[H].[O-]N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,OCCOCCOCCOCCOCCO.[Er+3].[H]O[H].[O-]N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>C1=C(C=C(N(=O)=O)C([O-])=C1N(=O)=O)N(=O)=O
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CCOS(=O)(=O)OCC.CN(C)C1=CC=C(C=C1)C(=O)C1=CC=CC(Br)=C1,CCOS(=O)(=O)OCC.CN(C)C1=CC=C(C=C1)C(=O)C1=CC=CC(Br)=C1>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CC[N+](C)(C)C1=CC=C(C=C1)C(=O)C1=CC=CC(Br)=C1,CCOS(=O)(=O)OCC.CN(C)C1=CC=C(C=C1)C(=O)C1=CC=CC(Br)=C1,CCOS(=O)(=O)OCC.CN(C)C1=CC=C(C=C1)C(=O)C1=CC=CC(Br)=C1>>CC[N+](C)(C)C1=CC=C(C=C1)C(=O)C1=CC=CC(Br)=C1
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,COC1=CC2=C3CC4=C5CC6=C(C2)C=C(OCCOC2=CC=C(CNCCN(CCNCC7=CC=C(OCCOC1=C3)C=C7)CCNCC1=CC=C(OCCOC(=C5)C(OC)=C4)C=C1)C=C2)C(OC)=C6.CC(C)(C)N.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,COC1=CC2=C3CC4=C5CC6=C(C2)C=C(OCCOC2=CC=C(CNCCN(CCNCC7=CC=C(OCCOC1=C3)C=C7)CCNCC1=CC=C(OCCOC(=C5)C(OC)=C4)C=C1)C=C2)C(OC)=C6.CC(C)(C)N.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
COC1=CC2=C3CC4=C5CC6=CC(OC)=C(OCCOC7=CC=C(CNCCN(CCNCC8=CC=C(OCCOC(=C5)C(OC)=C4)C=C8)CCNCC4=CC=C(OCCOC1=C3)C=C4)C=C7)C=C6C2,COC1=CC2=C3CC4=C5CC6=C(C2)C=C(OCCOC2=CC=C(CNCCN(CCNCC7=CC=C(OCCOC1=C3)C=C7)CCNCC1=CC=C(OCCOC(=C5)C(OC)=C4)C=C1)C=C2)C(OC)=C6.CC(C)(C)N.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,COC1=CC2=C3CC4=C5CC6=C(C2)C=C(OCCOC2=CC=C(CNCCN(CCNCC7=CC=C(OCCOC1=C3)C=C7)CCNCC1=CC=C(OCCOC(=C5)C(OC)=C4)C=C1)C=C2)C(OC)=C6.CC(C)(C)N.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>COC1=CC2=C3CC4=C5CC6=CC(OC)=C(OCCOC7=CC=C(CNCCN(CCNCC8=CC=C(OCCOC(=C5)C(OC)=C4)C=C8)CCNCC4=CC=C(OCCOC1=C3)C=C4)C=C7)C=C6C2
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CCC1=NC=C(CN2C(=S)SC(CCO)=C2C)C(N)=N1,CCC1=NC=C(CN2C(=S)SC(CCO)=C2C)C(N)=N1>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CCC1=NC=C(C[N+]2=CSC(CCO)=C2C)C(N)=N1,CCC1=NC=C(CN2C(=S)SC(CCO)=C2C)C(N)=N1,CCC1=NC=C(CN2C(=S)SC(CCO)=C2C)C(N)=N1>>CCC1=NC=C(C[N+]2=CSC(CCO)=C2C)C(N)=N1
[H][C@]12CC[C@@H](C)N1[C@H](CCC2)C([2H])[2H],Cl[H].COC(=O)CCCC[C@@H]1CC[C@H](C)N1,Cl[H].COC(=O)CCCC[C@@H]1CC[C@H](C)N1>>[H][C@]12CC[C@@H](C)N1[C@H](CCC2)C([2H])[2H]
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,Cl[H].COC(=O)CCCC[C@@H]1CC[C@H](C)N1,Cl[H].COC(=O)CCCC[C@@H]1CC[C@H](C)N1>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CN(C1=NC2=C(O1)C1=CC=CC=C1C=C2)C1=CC=CC=C1,N(C1=NC2=C(O1)C1=CC=CC=C1C=C2)C1=CC=CC=C1.CI,N(C1=NC2=C(O1)C1=CC=CC=C1C=C2)C1=CC=CC=C1.CI>>CN(C1=NC2=C(O1)C1=CC=CC=C1C=C2)C1=CC=CC=C1
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,N(C1=NC2=C(O1)C1=CC=CC=C1C=C2)C1=CC=CC=C1.CI,N(C1=NC2=C(O1)C1=CC=CC=C1C=C2)C1=CC=CC=C1.CI>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
C[N+]1=C(NC2=CC=CC=C2)OC2=C1C=CC1=CC=CC=C21,N(C1=NC2=C(O1)C1=CC=CC=C1C=C2)C1=CC=CC=C1.CI,N(C1=NC2=C(O1)C1=CC=CC=C1C=C2)C1=CC=CC=C1.CI>>C[N+]1=C(NC2=CC=CC=C2)OC2=C1C=CC1=CC=CC=C21
O=N(=O)C1=CC=CC=C1,S1C(SC2=CC=CC=C12)=C1SC2=CC=CC=C2S1.C[Sn](C)(Cl)Cl,S1C(SC2=CC=CC=C12)=C1SC2=CC=CC=C2S1.C[Sn](C)(Cl)Cl>>O=N(=O)C1=CC=CC=C1
[CH3-][Sn+4]1([CH3-])([Cl-])([Cl-])[Cl-][Sn+4]2([CH3-])([CH3-])([Cl-]1)[Cl-][Sn+4]([CH3-])([CH3-])([Cl-])([Cl-])[Cl-]2,S1C(SC2=CC=CC=C12)=C1SC2=CC=CC=C2S1.C[Sn](C)(Cl)Cl,S1C(SC2=CC=CC=C12)=C1SC2=CC=CC=C2S1.C[Sn](C)(Cl)Cl>>[CH3-][Sn+4]1([CH3-])([Cl-])([Cl-])[Cl-][Sn+4]2([CH3-])([CH3-])([Cl-]1)[Cl-][Sn+4]([CH3-])([CH3-])([Cl-])([Cl-])[Cl-]2
S1C(SC2=C1C=CC=C2)=C1SC2=C(S1)C=CC=C2,S1C(SC2=CC=CC=C12)=C1SC2=CC=CC=C2S1.C[Sn](C)(Cl)Cl,S1C(SC2=CC=CC=C12)=C1SC2=CC=CC=C2S1.C[Sn](C)(Cl)Cl>>S1C(SC2=C1C=CC=C2)=C1SC2=C(S1)C=CC=C2
S1C(SC2=C1C=CC=C2)=C1SC2=C([S+]1)C=CC=C2,S1C(SC2=CC=CC=C12)=C1SC2=CC=CC=C2S1.C[Sn](C)(Cl)Cl,S1C(SC2=CC=CC=C12)=C1SC2=CC=CC=C2S1.C[Sn](C)(Cl)Cl>>S1C(SC2=C1C=CC=C2)=C1SC2=C([S+]1)C=CC=C2
NCCCC1=CNC=N1,CC(=O)CCCCl,CC(=O)CCCCl>>NCCCC1=CNC=N1
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CC(=O)CCCCl,CC(=O)CCCCl>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CC1=CC=C(O)C=[N+]1C,CO.CC1=CC=C(OC2=C(C=C(C=C2N(=O)=O)N(=O)=O)N(=O)=O)C=N1,CO.CC1=CC=C(OC2=C(C=C(C=C2N(=O)=O)N(=O)=O)N(=O)=O)C=N1>>CC1=CC=C(O)C=[N+]1C
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CO.CC1=CC=C(OC2=C(C=C(C=C2N(=O)=O)N(=O)=O)N(=O)=O)C=N1,CO.CC1=CC=C(OC2=C(C=C(C=C2N(=O)=O)N(=O)=O)N(=O)=O)C=N1>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
COC1=C(C=C(C=C1)N(=O)=O)N(=O)=O,COC1=CC(C=O)=C(C=C1N(=O)=O)N(=O)=O.[H]N([H])[H],COC1=CC(C=O)=C(C=C1N(=O)=O)N(=O)=O.[H]N([H])[H]>>COC1=C(C=C(C=C1)N(=O)=O)N(=O)=O
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,COC1=CC=C(NC(=S)NC(C)=O)C=C1,COC1=CC=C(NC(=S)NC(C)=O)C=C1>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CC(=O)N=C(NC1=CC=C(C=C1)N(=O)=O)N(C(C)=O)C1=NC2=CC=C(C=C2S1)N(=O)=O,COC1=CC=C(NC(=S)NC(C)=O)C=C1,COC1=CC=C(NC(=S)NC(C)=O)C=C1>>CC(=O)N=C(NC1=CC=C(C=C1)N(=O)=O)N(C(C)=O)C1=NC2=CC=C(C=C2S1)N(=O)=O
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Y+3].[H]O[H].[H]C1=C(C([O-])=C(C([H])=C1N(=O)=O)N(=O)=O)N(=O)=O.O=C(COC(=O)C1=CC(=CC=C1)C(=O)OCC(=O)C1=CC=C2OCCOCCOCCOCCOC2=C1)C1=CC=C2OCCOCCOCCOCCOC2=C1,[Y+3].[H]O[H].[H]C1=C(C([O-])=C(C([H])=C1N(=O)=O)N(=O)=O)N(=O)=O.O=C(COC(=O)C1=CC(=CC=C1)C(=O)OCC(=O)C1=CC=C2OCCOCCOCCOCCOC2=C1)C1=CC=C2OCCOCCOCCOCCOC2=C1>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
O=C(COC(=O)C1=CC(=CC=C1)C(=O)OCC(=O)C1=CC=C2OCCOCCOCCOCCOC2=C1)C1=CC=C2OCCOCCOCCOCCOC2=C1,[Y+3].[H]O[H].[H]C1=C(C([O-])=C(C([H])=C1N(=O)=O)N(=O)=O)N(=O)=O.O=C(COC(=O)C1=CC(=CC=C1)C(=O)OCC(=O)C1=CC=C2OCCOCCOCCOCCOC2=C1)C1=CC=C2OCCOCCOCCOCCOC2=C1,[Y+3].[H]O[H].[H]C1=C(C([O-])=C(C([H])=C1N(=O)=O)N(=O)=O)N(=O)=O.O=C(COC(=O)C1=CC(=CC=C1)C(=O)OCC(=O)C1=CC=C2OCCOCCOCCOCCOC2=C1)C1=CC=C2OCCOCCOCCOCCOC2=C1>>O=C(COC(=O)C1=CC(=CC=C1)C(=O)OCC(=O)C1=CC=C2OCCOCCOCCOCCOC2=C1)C1=CC=C2OCCOCCOCCOCCOC2=C1
O=N(=O)C1=CC=CC=C1,CNC1=CC=CC=C1,CNC1=CC=CC=C1>>O=N(=O)C1=CC=CC=C1
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,NC(N)=[O][Cr+3]([O]=C(N)N)([O]=C(N)N)([O]=C(N)N)([O]=C(N)N)[O]=C(N)N.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,NC(N)=[O][Cr+3]([O]=C(N)N)([O]=C(N)N)([O]=C(N)N)([O]=C(N)N)[O]=C(N)N.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
NC(N)=[O][Cr+3]([O]=C(N)N)([O]=C(N)N)([O]=C(N)N)([O]=C(N)N)[O]=C(N)N,NC(N)=[O][Cr+3]([O]=C(N)N)([O]=C(N)N)([O]=C(N)N)([O]=C(N)N)[O]=C(N)N.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,NC(N)=[O][Cr+3]([O]=C(N)N)([O]=C(N)N)([O]=C(N)N)([O]=C(N)N)[O]=C(N)N.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>NC(N)=[O][Cr+3]([O]=C(N)N)([O]=C(N)N)([O]=C(N)N)([O]=C(N)N)[O]=C(N)N
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CCCCCCCCCCC1=CC=C(S1)C1=CC=C(S1)C1=CC=C(CCCC(=O)OC[C@H]2O[C@H]([C@@H]3OC(C)(C)O[C@H]23)N2C=NC3=C2N=C(N)NC3=O)S1.[K+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CCCCCCCCCCC1=CC=C(S1)C1=CC=C(S1)C1=CC=C(CCCC(=O)OC[C@H]2O[C@H]([C@@H]3OC(C)(C)O[C@H]23)N2C=NC3=C2N=C(N)NC3=O)S1.[K+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CCCCCCCCCCC1=CC=C(S1)C1=CC=C(S1)C1=CC=C(CCCC(=O)OC[C@H]2O[C@H]([C@@H]3OC(C)(C)O[C@H]23)N2C=NC3=C2N=C(N)NC3=O)S1,CCCCCCCCCCC1=CC=C(S1)C1=CC=C(S1)C1=CC=C(CCCC(=O)OC[C@H]2O[C@H]([C@@H]3OC(C)(C)O[C@H]23)N2C=NC3=C2N=C(N)NC3=O)S1.[K+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CCCCCCCCCCC1=CC=C(S1)C1=CC=C(S1)C1=CC=C(CCCC(=O)OC[C@H]2O[C@H]([C@@H]3OC(C)(C)O[C@H]23)N2C=NC3=C2N=C(N)NC3=O)S1.[K+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>CCCCCCCCCCC1=CC=C(S1)C1=CC=C(S1)C1=CC=C(CCCC(=O)OC[C@H]2O[C@H]([C@@H]3OC(C)(C)O[C@H]23)N2C=NC3=C2N=C(N)NC3=O)S1
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,C1COCCOC2=C(OCCOCCO1)C=CC=C2.[Mg++].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,C1COCCOC2=C(OCCOCCO1)C=CC=C2.[Mg++].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
C1COCCOC2=CC=CC=C2OCCOCCO1,C1COCCOC2=C(OCCOCCO1)C=CC=C2.[Mg++].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,C1COCCOC2=C(OCCOCCO1)C=CC=C2.[Mg++].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>C1COCCOC2=CC=CC=C2OCCOCCO1
CN(C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,C1=CC=NC=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,C1=CC=NC=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>CN(C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
C1=CC=CC=C1,CSC1=CC(=CC(SC)=C1SC)C1=C2C=CC3=[N]2[Zn++]24[N-]5C1=CC=C5C(=C1C=CC(C(=C5C=CC([N-]25)=C3C2=CC(SC)=C(SC)C(SC)=C2)C2=CC(SC)=C(SC)C(SC)=C2)=[N]41)C1=CC(SC)=C(SC)C(SC)=C1.Br[Bi](Br)Br.O=N(=O)C1=CC=CC=C1.C1=CC=CC=C1,CSC1=CC(=CC(SC)=C1SC)C1=C2C=CC3=[N]2[Zn++]24[N-]5C1=CC=C5C(=C1C=CC(C(=C5C=CC([N-]25)=C3C2=CC(SC)=C(SC)C(SC)=C2)C2=CC(SC)=C(SC)C(SC)=C2)=[N]41)C1=CC(SC)=C(SC)C(SC)=C1.Br[Bi](Br)Br.O=N(=O)C1=CC=CC=C1.C1=CC=CC=C1>>C1=CC=CC=C1
O=N(=O)C1=CC=CC=C1,CSC1=CC(=CC(SC)=C1SC)C1=C2C=CC3=[N]2[Zn++]24[N-]5C1=CC=C5C(=C1C=CC(C(=C5C=CC([N-]25)=C3C2=CC(SC)=C(SC)C(SC)=C2)C2=CC(SC)=C(SC)C(SC)=C2)=[N]41)C1=CC(SC)=C(SC)C(SC)=C1.Br[Bi](Br)Br.O=N(=O)C1=CC=CC=C1.C1=CC=CC=C1,CSC1=CC(=CC(SC)=C1SC)C1=C2C=CC3=[N]2[Zn++]24[N-]5C1=CC=C5C(=C1C=CC(C(=C5C=CC([N-]25)=C3C2=CC(SC)=C(SC)C(SC)=C2)C2=CC(SC)=C(SC)C(SC)=C2)=[N]41)C1=CC(SC)=C(SC)C(SC)=C1.Br[Bi](Br)Br.O=N(=O)C1=CC=CC=C1.C1=CC=CC=C1>>O=N(=O)C1=CC=CC=C1
CSC1=CC(=CC(SC)=C1SC)C1=C2\C=CC(=N2)\C(=C2/[N-]\C(\C=C2)=C(/C2=N/C(/C=C2)=C(\C2=CC=C\1[N-]2)C1=CC(SC)=C(SC)C(SC)=C1)C1=CC(SC)=C(SC)C(SC)=C1)\C1=CC(SC)=C(SC)C(SC)=C1,CSC1=CC(=CC(SC)=C1SC)C1=C2C=CC3=[N]2[Zn++]24[N-]5C1=CC=C5C(=C1C=CC(C(=C5C=CC([N-]25)=C3C2=CC(SC)=C(SC)C(SC)=C2)C2=CC(SC)=C(SC)C(SC)=C2)=[N]41)C1=CC(SC)=C(SC)C(SC)=C1.Br[Bi](Br)Br.O=N(=O)C1=CC=CC=C1.C1=CC=CC=C1,CSC1=CC(=CC(SC)=C1SC)C1=C2C=CC3=[N]2[Zn++]24[N-]5C1=CC=C5C(=C1C=CC(C(=C5C=CC([N-]25)=C3C2=CC(SC)=C(SC)C(SC)=C2)C2=CC(SC)=C(SC)C(SC)=C2)=[N]41)C1=CC(SC)=C(SC)C(SC)=C1.Br[Bi](Br)Br.O=N(=O)C1=CC=CC=C1.C1=CC=CC=C1>>CSC1=CC(=CC(SC)=C1SC)C1=C2\C=CC(=N2)\C(=C2/[N-]\C(\C=C2)=C(/C2=N/C(/C=C2)=C(\C2=CC=C\1[N-]2)C1=CC(SC)=C(SC)C(SC)=C1)C1=CC(SC)=C(SC)C(SC)=C1)\C1=CC(SC)=C(SC)C(SC)=C1
[H][C@](N)(CC(C)C)C(O)=O,[Eu+3].[H]O[H].[H]C1=C(C([O-])=C(C([H])=C1N(=O)=O)N(=O)=O)N(=O)=O.[H]C(N)(CC(C)C)C(O)=O,[Eu+3].[H]O[H].[H]C1=C(C([O-])=C(C([H])=C1N(=O)=O)N(=O)=O)N(=O)=O.[H]C(N)(CC(C)C)C(O)=O>>[H][C@](N)(CC(C)C)C(O)=O
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Eu+3].[H]O[H].[H]C1=C(C([O-])=C(C([H])=C1N(=O)=O)N(=O)=O)N(=O)=O.[H]C(N)(CC(C)C)C(O)=O,[Eu+3].[H]O[H].[H]C1=C(C([O-])=C(C([H])=C1N(=O)=O)N(=O)=O)N(=O)=O.[H]C(N)(CC(C)C)C(O)=O>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,C1=CC2=CC3=C4C(C=CC5=CC=CC(C=C3)=C45)=C2C=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,C1=CC2=CC3=C4C(C=CC5=CC=CC(C=C3)=C45)=C2C=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
C1=CC2=C(C=C1)C1=C3C(C=CC4=CC=CC(C=C1)=C34)=C2,C1=CC2=CC3=C4C(C=CC5=CC=CC(C=C3)=C45)=C2C=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,C1=CC2=CC3=C4C(C=CC5=CC=CC(C=C3)=C45)=C2C=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>C1=CC2=C(C=C1)C1=C3C(C=CC4=CC=CC(C=C1)=C34)=C2
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CC[As](CC)C1=CC=CC=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.BrCCBr.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC[As](CC)C1=CC=CC=C1,CC[As](CC)C1=CC=CC=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.BrCCBr.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC[As](CC)C1=CC=CC=C1>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CC[As+](CC)(CC[As+](CC)(CC)C1=CC=CC=C1)C1=CC=CC=C1,CC[As](CC)C1=CC=CC=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.BrCCBr.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC[As](CC)C1=CC=CC=C1,CC[As](CC)C1=CC=CC=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.BrCCBr.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC[As](CC)C1=CC=CC=C1>>CC[As+](CC)(CC[As+](CC)(CC)C1=CC=CC=C1)C1=CC=CC=C1
CC[N+]1=NC2=C(C=CC=C2)N1C,CCN1N=C2C=CC=CC2=N1.COS(=O)(=O)OC,CCN1N=C2C=CC=CC2=N1.COS(=O)(=O)OC>>CC[N+]1=NC2=C(C=CC=C2)N1C
