Product,Reactant,Rxn
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CCOC1=CC2=NN(CCO)N=C2C=C1,CCOC1=CC2=NN(CCO)N=C2C=C1>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CCOC1=CC2=NN(CCN3CCCCC3)N=C2C=C1,CCOC1=CC2=NN(CCO)N=C2C=C1,CCOC1=CC2=NN(CCO)N=C2C=C1>>CCOC1=CC2=NN(CCN3CCCCC3)N=C2C=C1
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,O=N(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O,O=N(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[H]N([H])[H],[Cs+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.C1COCCOCCOCCOCCOCCO1.[H]N([H])[H].OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC1=C2CN3CCOCCOCCN(CCOCCOCC3)CC3=CC(C)=CC(=C3OC)C3=CC(C)=CC(=C3OC)C1=CC(C)=C2,[Cs+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.C1COCCOCCOCCOCCOCCO1.[H]N([H])[H].OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC1=C2CN3CCOCCOCCN(CCOCCOCC3)CC3=CC(C)=CC(=C3OC)C3=CC(C)=CC(=C3OC)C1=CC(C)=C2>>[H]N([H])[H]
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Cs+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.C1COCCOCCOCCOCCOCCO1.[H]N([H])[H].OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC1=C2CN3CCOCCOCCN(CCOCCOCC3)CC3=CC(C)=CC(=C3OC)C3=CC(C)=CC(=C3OC)C1=CC(C)=C2,[Cs+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.C1COCCOCCOCCOCCOCCO1.[H]N([H])[H].OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC1=C2CN3CCOCCOCCN(CCOCCOCC3)CC3=CC(C)=CC(=C3OC)C3=CC(C)=CC(=C3OC)C1=CC(C)=C2>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
C1COCCOCCOCCOCCOCCO1,[Cs+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.C1COCCOCCOCCOCCOCCO1.[H]N([H])[H].OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC1=C2CN3CCOCCOCCN(CCOCCOCC3)CC3=CC(C)=CC(=C3OC)C3=CC(C)=CC(=C3OC)C1=CC(C)=C2,[Cs+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.C1COCCOCCOCCOCCOCCO1.[H]N([H])[H].OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC1=C2CN3CCOCCOCCN(CCOCCOCC3)CC3=CC(C)=CC(=C3OC)C3=CC(C)=CC(=C3OC)C1=CC(C)=C2>>C1COCCOCCOCCOCCOCCO1
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Cs+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.C1COCCOCCOCCOCCOCCO1.[H]N([H])[H].OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC1=C2CN3CCOCCOCCN(CCOCCOCC3)CC3=CC(C)=CC(=C3OC)C3=CC(C)=CC(=C3OC)C1=CC(C)=C2,[Cs+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.C1COCCOCCOCCOCCOCCO1.[H]N([H])[H].OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC1=C2CN3CCOCCOCCN(CCOCCOCC3)CC3=CC(C)=CC(=C3OC)C3=CC(C)=CC(=C3OC)C1=CC(C)=C2>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
COC1=C2CN3CCOCCOCCN(CCOCCOCC3)CC3=CC(C)=CC(=C3OC)C3=CC(C)=CC(=C3OC)C1=CC(C)=C2,[Cs+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.C1COCCOCCOCCOCCOCCO1.[H]N([H])[H].OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC1=C2CN3CCOCCOCCN(CCOCCOCC3)CC3=CC(C)=CC(=C3OC)C3=CC(C)=CC(=C3OC)C1=CC(C)=C2,[Cs+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.C1COCCOCCOCCOCCOCCO1.[H]N([H])[H].OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC1=C2CN3CCOCCOCCN(CCOCCOCC3)CC3=CC(C)=CC(=C3OC)C3=CC(C)=CC(=C3OC)C1=CC(C)=C2>>COC1=C2CN3CCOCCOCCN(CCOCCOCC3)CC3=CC(C)=CC(=C3OC)C3=CC(C)=CC(=C3OC)C1=CC(C)=C2
O=N(=O)C1=CC(=CC=C1)N(=O)=O,O=[N+]=O.[O-]S(=O)(=O)OS(=O)(=O)OS(=O)(=O)OS([O-])(=O)=O.C1=CC=CC=C1,O=[N+]=O.[O-]S(=O)(=O)OS(=O)(=O)OS(=O)(=O)OS([O-])(=O)=O.C1=CC=CC=C1>>O=N(=O)C1=CC(=CC=C1)N(=O)=O
OS(=O)(=O)C1=CC=CC=C1,O=[N+]=O.[O-]S(=O)(=O)OS(=O)(=O)OS(=O)(=O)OS([O-])(=O)=O.C1=CC=CC=C1,O=[N+]=O.[O-]S(=O)(=O)OS(=O)(=O)OS(=O)(=O)OS([O-])(=O)=O.C1=CC=CC=C1>>OS(=O)(=O)C1=CC=CC=C1
NC(N)=C(N(=O)=O)N(=O)=O,CC1=NC(O)=CC(O)=N1,CC1=NC(O)=CC(O)=N1>>NC(N)=C(N(=O)=O)N(=O)=O
OS(O)(=O)=O,CCO.ON(=O)=O.OS(=O)C1=CC=CC=C1,CCO.ON(=O)=O.OS(=O)C1=CC=CC=C1>>OS(O)(=O)=O
O=N(=O)C1=CC=CC=C1,CCO.ON(=O)=O.OS(=O)C1=CC=CC=C1,CCO.ON(=O)=O.OS(=O)C1=CC=CC=C1>>O=N(=O)C1=CC=CC=C1
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[H][C@]12C[C@@H](OC)C=C[C@]11C3=C(COC1(O)CN2C)C=C1OCOC1=C3.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CI,[H][C@]12C[C@@H](OC)C=C[C@]11C3=C(COC1(O)CN2C)C=C1OCOC1=C3.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CI>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[H][C@]12C[C@@H](OC)C=C[C@]11C3=C(COC1(O)C[N+]2(C)C)C=C1OCOC1=C3,[H][C@]12C[C@@H](OC)C=C[C@]11C3=C(COC1(O)CN2C)C=C1OCOC1=C3.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CI,[H][C@]12C[C@@H](OC)C=C[C@]11C3=C(COC1(O)CN2C)C=C1OCOC1=C3.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CI>>[H][C@]12C[C@@H](OC)C=C[C@]11C3=C(COC1(O)C[N+]2(C)C)C=C1OCOC1=C3
[O-]C1=NNC(=N1)N(=O)=O,OC1=NNC(=N1)N(=O)=O.[Ag+].[O-]N(=O)=O,OC1=NNC(=N1)N(=O)=O.[Ag+].[O-]N(=O)=O>>[O-]C1=NNC(=N1)N(=O)=O
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,O=N(=O)C1=NC=CC=C1OCC1=C(COC2=CC=CN=C2N(=O)=O)C=C2OCCOCCOCCOCCOC2=C1.[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,O=N(=O)C1=NC=CC=C1OCC1=C(COC2=CC=CN=C2N(=O)=O)C=C2OCCOCCOCCOCCOC2=C1.[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
O=N(=O)C1=NC=CC=C1OCC1=C(COC2=CC=CN=C2N(=O)=O)C=C2[O]3CC[O]4CC[O]5CC[O]6CC[O](C2=C1)[Na+]3456,O=N(=O)C1=NC=CC=C1OCC1=C(COC2=CC=CN=C2N(=O)=O)C=C2OCCOCCOCCOCCOC2=C1.[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,O=N(=O)C1=NC=CC=C1OCC1=C(COC2=CC=CN=C2N(=O)=O)C=C2OCCOCCOCCOCCOC2=C1.[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>O=N(=O)C1=NC=CC=C1OCC1=C(COC2=CC=CN=C2N(=O)=O)C=C2[O]3CC[O]4CC[O]5CC[O]6CC[O](C2=C1)[Na+]3456
O=N(=O)C1=CC2=C(C=C1)N=N[N-]2,[H+].O=[Mo]1=234O[Mo]567(=O)O[Mo]89(=O)(O1)O[Mo]1%10%11(=O)O[Mo]%12%13(=O)(O[Mo]%14%15(=O)(O1)O[Mo]1%16%17(=O)O[Mo]%18(=O)(O[Mo]%19(=O)(O1)(O[Mo]1%20(=O)(O[Mo]%21(=O)(O[Mo](=O)(O1)(O%10)(O8)[O@]%20%21[P@]([O@]%16%18%19)([O@]%11%12%14)[O]=259)(O%17)O%15)O6)O7)(O3)O%13)O4.[H]O[H].ON(=O)=O.[Ag+].[O-]N(=O)=O.NC1=C(N)C=CC=C1.O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1.[H].O.[Na],[H+].O=[Mo]1=234O[Mo]567(=O)O[Mo]89(=O)(O1)O[Mo]1%10%11(=O)O[Mo]%12%13(=O)(O[Mo]%14%15(=O)(O1)O[Mo]1%16%17(=O)O[Mo]%18(=O)(O[Mo]%19(=O)(O1)(O[Mo]1%20(=O)(O[Mo]%21(=O)(O[Mo](=O)(O1)(O%10)(O8)[O@]%20%21[P@]([O@]%16%18%19)([O@]%11%12%14)[O]=259)(O%17)O%15)O6)O7)(O3)O%13)O4.[H]O[H].ON(=O)=O.[Ag+].[O-]N(=O)=O.NC1=C(N)C=CC=C1.O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1.[H].O.[Na]>>O=N(=O)C1=CC2=C(C=C1)N=N[N-]2
O=C1C2=C(N=N[N-]2)C(=O)C2=NC3=C(C=CC=C3)N=C12,[H+].O=[Mo]1=234O[Mo]567(=O)O[Mo]89(=O)(O1)O[Mo]1%10%11(=O)O[Mo]%12%13(=O)(O[Mo]%14%15(=O)(O1)O[Mo]1%16%17(=O)O[Mo]%18(=O)(O[Mo]%19(=O)(O1)(O[Mo]1%20(=O)(O[Mo]%21(=O)(O[Mo](=O)(O1)(O%10)(O8)[O@]%20%21[P@]([O@]%16%18%19)([O@]%11%12%14)[O]=259)(O%17)O%15)O6)O7)(O3)O%13)O4.[H]O[H].ON(=O)=O.[Ag+].[O-]N(=O)=O.NC1=C(N)C=CC=C1.O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1.[H].O.[Na],[H+].O=[Mo]1=234O[Mo]567(=O)O[Mo]89(=O)(O1)O[Mo]1%10%11(=O)O[Mo]%12%13(=O)(O[Mo]%14%15(=O)(O1)O[Mo]1%16%17(=O)O[Mo]%18(=O)(O[Mo]%19(=O)(O1)(O[Mo]1%20(=O)(O[Mo]%21(=O)(O[Mo](=O)(O1)(O%10)(O8)[O@]%20%21[P@]([O@]%16%18%19)([O@]%11%12%14)[O]=259)(O%17)O%15)O6)O7)(O3)O%13)O4.[H]O[H].ON(=O)=O.[Ag+].[O-]N(=O)=O.NC1=C(N)C=CC=C1.O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1.[H].O.[Na]>>O=C1C2=C(N=N[N-]2)C(=O)C2=NC3=C(C=CC=C3)N=C12
CCC1=CC(C)=[N+](NC(N)=O)C(C)=C1,CCC(C)(C)Cl,CCC(C)(C)Cl>>CCC1=CC(C)=[N+](NC(N)=O)C(C)=C1
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CCC(C)(C)Cl,CCC(C)(C)Cl>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
O=N(=O)C1=CC(=C(C=CC2=C(C=C(C=C2N(=O)=O)N(=O)=O)N(=O)=O)C(=C1)N(=O)=O)N(=O)=O,CC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>O=N(=O)C1=CC(=C(C=CC2=C(C=C(C=C2N(=O)=O)N(=O)=O)N(=O)=O)C(=C1)N(=O)=O)N(=O)=O
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CCOC(OCC)C(C)CN,CCOC(OCC)C(C)CN>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CCOC(OCC)C(C)CNC(=N)NC1=C(NC=N1)C(N)=O,CCOC(OCC)C(C)CN,CCOC(OCC)C(C)CN>>CCOC(OCC)C(C)CNC(=N)NC1=C(NC=N1)C(N)=O
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CC1=CC=NC=C1,CC1=CC=NC=C1>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CN(C)C1=CC=C(C=CC2=CC=[N+](CC3=CC=C(C[N+]4=CC=C(C=CC5=CC=C(C=C5)N(C)C)C=C4)C=C3)C=C2)C=C1,CC1=CC=NC=C1,CC1=CC=NC=C1>>CN(C)C1=CC=C(C=CC2=CC=[N+](CC3=CC=C(C[N+]4=CC=C(C=CC5=CC=C(C=C5)N(C)C)C=C4)C=C3)C=C2)C=C1
O=N(=O)C1=CC=CC=C1,C(CC1=CC=NC=C1)C1=CC=NC=C1.[Zn++].[H]O[H].[O-][N+]([O-])=O.OC(=O)CC1=CC(CC(O)=O)=CC=C1.O=N(=O)C1=CC=CC=C1,C(CC1=CC=NC=C1)C1=CC=NC=C1.[Zn++].[H]O[H].[O-][N+]([O-])=O.OC(=O)CC1=CC(CC(O)=O)=CC=C1.O=N(=O)C1=CC=CC=C1>>O=N(=O)C1=CC=CC=C1
[O-]C(=O)CC1=CC(CC([O-])=O)=CC=C1,C(CC1=CC=NC=C1)C1=CC=NC=C1.[Zn++].[H]O[H].[O-][N+]([O-])=O.OC(=O)CC1=CC(CC(O)=O)=CC=C1.O=N(=O)C1=CC=CC=C1,C(CC1=CC=NC=C1)C1=CC=NC=C1.[Zn++].[H]O[H].[O-][N+]([O-])=O.OC(=O)CC1=CC(CC(O)=O)=CC=C1.O=N(=O)C1=CC=CC=C1>>[O-]C(=O)CC1=CC(CC([O-])=O)=CC=C1
C(CC1=CC=NC=C1)C1=CC=NC=C1,C(CC1=CC=NC=C1)C1=CC=NC=C1.[Zn++].[H]O[H].[O-][N+]([O-])=O.OC(=O)CC1=CC(CC(O)=O)=CC=C1.O=N(=O)C1=CC=CC=C1,C(CC1=CC=NC=C1)C1=CC=NC=C1.[Zn++].[H]O[H].[O-][N+]([O-])=O.OC(=O)CC1=CC(CC(O)=O)=CC=C1.O=N(=O)C1=CC=CC=C1>>C(CC1=CC=NC=C1)C1=CC=NC=C1
CC[P+]1(CC)CCC2=CC=CC=C12,CCP(CC)C1=C(CCOC)C=CC=C1,CCP(CC)C1=C(CCOC)C=CC=C1>>CC[P+]1(CC)CCC2=CC=CC=C12
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CCP(CC)C1=C(CCOC)C=CC=C1,CCP(CC)C1=C(CCOC)C=CC=C1>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
O=N(=O)C1=CC=CC=C1,FC1=CC(=CC=C1)N(=O)=O.O=N(=O)C1=CC=CC=C1,FC1=CC(=CC=C1)N(=O)=O.O=N(=O)C1=CC=CC=C1>>O=N(=O)C1=CC=CC=C1
[O]N([O-])C1=CC=CC(F)=C1,FC1=CC(=CC=C1)N(=O)=O.O=N(=O)C1=CC=CC=C1,FC1=CC(=CC=C1)N(=O)=O.O=N(=O)C1=CC=CC=C1>>[O]N([O-])C1=CC=CC(F)=C1
[H]C1(C=CC=C1)[Sn](C)(C)C,C[Sn](C)(I)C1C[C@@H]2C[C@H]1C=C2,C[Sn](C)(I)C1C[C@@H]2C[C@H]1C=C2>>[H]C1(C=CC=C1)[Sn](C)(C)C
O=N(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O,C[Sn](C)(I)C1C[C@@H]2C[C@H]1C=C2,C[Sn](C)(I)C1C[C@@H]2C[C@H]1C=C2>>O=N(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Fe++].[H]O[H].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Fe++].[H]O[H].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[OH2][Co++]([OH2])([OH2])([OH2])([OH2])[OH2],[H]O[H].[Co++].[O]N(=O)=O.O=C1NN=C(N1)N(=O)=O,[H]O[H].[Co++].[O]N(=O)=O.O=C1NN=C(N1)N(=O)=O>>[OH2][Co++]([OH2])([OH2])([OH2])([OH2])[OH2]
[O-]C1=NC(=NN1)N(=O)=O,[H]O[H].[Co++].[O]N(=O)=O.O=C1NN=C(N1)N(=O)=O,[H]O[H].[Co++].[O]N(=O)=O.O=C1NN=C(N1)N(=O)=O>>[O-]C1=NC(=NN1)N(=O)=O
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,O=C(C1=CC=CO1)C1=CC=CC=C1.Cl[H].CC1=C(N)C=CC=C1.CC1=C(N)C=CC=C1,O=C(C1=CC=CO1)C1=CC=CC=C1.Cl[H].CC1=C(N)C=CC=C1.CC1=C(N)C=CC=C1>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CC1=CC=CC=C1[N+]1=CC=CC(O)=C1C1=CC=CC=C1,O=C(C1=CC=CO1)C1=CC=CC=C1.Cl[H].CC1=C(N)C=CC=C1.CC1=C(N)C=CC=C1,O=C(C1=CC=CO1)C1=CC=CC=C1.Cl[H].CC1=C(N)C=CC=C1.CC1=C(N)C=CC=C1>>CC1=CC=CC=C1[N+]1=CC=CC(O)=C1C1=CC=CC=C1
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CNC1=CC=CC=C1C1=CC2=C(OCO2)C=C1CO,CNC1=CC=CC=C1C1=CC2=C(OCO2)C=C1CO>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CNC1=CC=CC=C1C1=C(CO)C=C2OCOC2=C1,CNC1=CC=CC=C1C1=CC2=C(OCO2)C=C1CO,CNC1=CC=CC=C1C1=CC2=C(OCO2)C=C1CO>>CNC1=CC=CC=C1C1=C(CO)C=C2OCOC2=C1
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC1=C2C=C(C)C=C1C1=CC(C)=CC3=C1OCCCOC1=C2C=C(C)C=C1C1=C2OCCCOC4=C(C=C(C)C=C34)C3=C(OC)C(=CC(C)=C3)C2=CC(C)=C1,[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC1=C2C=C(C)C=C1C1=CC(C)=CC3=C1OCCCOC1=C2C=C(C)C=C1C1=C2OCCCOC4=C(C=C(C)C=C34)C3=C(OC)C(=CC(C)=C3)C2=CC(C)=C1>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
COC1=C2C=C(C)C=C1C1=CC(C)=CC3=C1OCCCOC1=C(C=C(C)C=C21)C1=C2OCCCOC4=C3C=C(C)C=C4C3=C(OC)C(=CC(C)=C3)C2=CC(C)=C1,[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC1=C2C=C(C)C=C1C1=CC(C)=CC3=C1OCCCOC1=C2C=C(C)C=C1C1=C2OCCCOC4=C(C=C(C)C=C34)C3=C(OC)C(=CC(C)=C3)C2=CC(C)=C1,[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC1=C2C=C(C)C=C1C1=CC(C)=CC3=C1OCCCOC1=C2C=C(C)C=C1C1=C2OCCCOC4=C(C=C(C)C=C34)C3=C(OC)C(=CC(C)=C3)C2=CC(C)=C1>>COC1=C2C=C(C)C=C1C1=CC(C)=CC3=C1OCCCOC1=C(C=C(C)C=C21)C1=C2OCCCOC4=C3C=C(C)C=C4C3=C(OC)C(=CC(C)=C3)C2=CC(C)=C1
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CC1=C(C=CN=C1)[Si](C)(C1=CC=CC=C1)C1=CC=CC=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CC1=C(C=CN=C1)[Si](C)(C1=CC=CC=C1)C1=CC=CC=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
C[Si]1(C2=CC=CC=C2)C2=CC=CC=C2CC2=C1C=CN=C2,CC1=C(C=CN=C1)[Si](C)(C1=CC=CC=C1)C1=CC=CC=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CC1=C(C=CN=C1)[Si](C)(C1=CC=CC=C1)C1=CC=CC=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>C[Si]1(C2=CC=CC=C2)C2=CC=CC=C2CC2=C1C=CN=C2
CNC1=NC2=C3C(N1)=CC=CC3=CC=C2,CNC1=NC2=C3C(N1)=CC=CC3=CC=C2.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CNC1=NC2=C3C(N1)=CC=CC3=CC=C2.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>CNC1=NC2=C3C(N1)=CC=CC3=CC=C2
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CNC1=NC2=C3C(N1)=CC=CC3=CC=C2.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CNC1=NC2=C3C(N1)=CC=CC3=CC=C2.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,COC1=CC(OC)=C2NC(=O)C3=CC(=C(OCCCCCCCCCC=C)C=C3OCCCCCCCCCC=C)C(=O)NC3=CC(NC(=O)C4=CC(=C(OCCCCCCCCCC=C)C=C4OCCCCCCCCCC=C)C(=O)NC4=CC(NC(=O)C5=CC(=C(OCCCCCCCCCC=C)C=C5OCCCCCCCCCC=C)C(=O)NC1=C2)=C(OC)C=C4OC)=C(OC)C=C3OC.[K+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,COC1=CC(OC)=C2NC(=O)C3=CC(=C(OCCCCCCCCCC=C)C=C3OCCCCCCCCCC=C)C(=O)NC3=CC(NC(=O)C4=CC(=C(OCCCCCCCCCC=C)C=C4OCCCCCCCCCC=C)C(=O)NC4=CC(NC(=O)C5=CC(=C(OCCCCCCCCCC=C)C=C5OCCCCCCCCCC=C)C(=O)NC1=C2)=C(OC)C=C4OC)=C(OC)C=C3OC.[K+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
COC1=CC(OC)=C2NC(=O)C3=CC(=C(OCCCCCCCCCC=C)C=C3OCCCCCCCCCC=C)C(=O)NC3=CC(NC(=O)C4=CC(=C(OCCCCCCCCCC=C)C=C4OCCCCCCCCCC=C)C(=O)NC4=CC(NC(=O)C5=CC(=C(OCCCCCCCCCC=C)C=C5OCCCCCCCCCC=C)C(=O)NC1=C2)=C(OC)C=C4OC)=C(OC)C=C3OC,COC1=CC(OC)=C2NC(=O)C3=CC(=C(OCCCCCCCCCC=C)C=C3OCCCCCCCCCC=C)C(=O)NC3=CC(NC(=O)C4=CC(=C(OCCCCCCCCCC=C)C=C4OCCCCCCCCCC=C)C(=O)NC4=CC(NC(=O)C5=CC(=C(OCCCCCCCCCC=C)C=C5OCCCCCCCCCC=C)C(=O)NC1=C2)=C(OC)C=C4OC)=C(OC)C=C3OC.[K+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,COC1=CC(OC)=C2NC(=O)C3=CC(=C(OCCCCCCCCCC=C)C=C3OCCCCCCCCCC=C)C(=O)NC3=CC(NC(=O)C4=CC(=C(OCCCCCCCCCC=C)C=C4OCCCCCCCCCC=C)C(=O)NC4=CC(NC(=O)C5=CC(=C(OCCCCCCCCCC=C)C=C5OCCCCCCCCCC=C)C(=O)NC1=C2)=C(OC)C=C4OC)=C(OC)C=C3OC.[K+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>COC1=CC(OC)=C2NC(=O)C3=CC(=C(OCCCCCCCCCC=C)C=C3OCCCCCCCCCC=C)C(=O)NC3=CC(NC(=O)C4=CC(=C(OCCCCCCCCCC=C)C=C4OCCCCCCCCCC=C)C(=O)NC4=CC(NC(=O)C5=CC(=C(OCCCCCCCCCC=C)C=C5OCCCCCCCCCC=C)C(=O)NC1=C2)=C(OC)C=C4OC)=C(OC)C=C3OC
O=N(=O)C1=CC=CC=C1,O=NC1=CC=CC=C1.O=NC1=CC=CC=C1.O=NC1=CC=CC=C1,O=NC1=CC=CC=C1.O=NC1=CC=CC=C1.O=NC1=CC=CC=C1>>O=N(=O)C1=CC=CC=C1
O=N(=NC1=CC=CC=C1)C1=CC=CC=C1,O=NC1=CC=CC=C1.O=NC1=CC=CC=C1.O=NC1=CC=CC=C1,O=NC1=CC=CC=C1.O=NC1=CC=CC=C1.O=NC1=CC=CC=C1>>O=N(=NC1=CC=CC=C1)C1=CC=CC=C1
COC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[2H]OC.FC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[2H]OC.FC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>COC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
